,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Rating
21,1129575.0,3.0,2.0,3050.0,19160,1.0,0,0,3.0,9.0,2330,720,1968,0,98040,47.5316,122.233,3665,17557.5,Excellent
22,285000.0,5.0,2.0,2270.0,6300,2.0,0,0,3.0,8.0,2270,0,1995,0,98092,47.3266,122.169,2240,7005.0,Excellent
23,252700.0,2.0,2.0,1070.0,9643,1.0,0,0,3.0,7.0,1070,0,1985,0,98030,47.3533,122.166,1220,8386.0,Excellent
24,329000.0,3.0,2.0,2450.0,6500,2.0,0,0,4.0,8.0,2450,0,1985,0,98030,47.3739,122.172,2200,6865.0,Excellent
25,233000.0,3.0,2.0,1710.0,4697,1.5,0,0,5.0,6.0,1710,0,1941,0,98002,47.3048,122.218,1030,4705.0,Good
26,937000.0,3.0,2.0,2450.0,2691,2.0,0,0,3.0,8.0,1750,700,1915,0,98119,47.6386,122.36,1760,3573.0,Excellent
27,667000.0,3.0,2.0,1400.0,1581,1.5,0,0,5.0,8.0,1400,0,1909,0,98112,47.6221,122.314,1860,3861.0,Excellent
28,438000.0,3.0,2.0,1520.0,6380,1.0,0,0,3.0,7.0,790,730,1948,0,98115,47.695,122.304,1520,6235.0,Excellent
29,719000.0,4.0,2.0,2570.0,7173,2.0,0,0,3.0,8.0,2570,0,2005,0,98052,47.7073,122.11,2630,6026.0,Excellent
30,580500.0,3.0,2.0,2320.0,3980,2.0,0,0,3.0,8.0,2320,0,2003,0,98027,47.5391,122.07,2580,3980.0,Excellent
31,280000.0,2.0,2.0,1190.0,1265,3.0,0,0,3.0,7.0,1190,0,2005,0,98133,47.7274,122.357,1390,1756.0,Excellent
32,687500.0,4.0,2.0,2330.0,5000,1.5,0,0,4.0,7.0,1510,820,1929,0,98117,47.6823,122.368,1460,5000.0,Excellent
33,535000.0,3.0,2.0,1090.0,3000,1.5,0,0,4.0,8.0,1090,0,1929,0,98117,47.6889,122.375,1570,5080.0,Excellent
34,322500.0,4.0,2.0,2060.0,6659,1.0,0,0,3.0,7.0,1280,780,1981,0,98058,47.4276,122.157,2020,8720.0,Excellent
35,696000.0,3.0,2.0,2300.0,3060,1.5,0,0,3.0,8.0,1510,790,1930,0,98115,47.6827,122.31,1590,3264.0,Excellent
36,550000.0,4.0,2.0,1660.0,19160,1.0,0,0,1.5,5.5,930,730,1933,0,98052,47.6621,122.132,2160,11467.0,Good
37,640000.0,4.0,2.0,2360.0,6000,2.0,0,0,4.0,8.0,2360,0,1904,0,98107,47.6702,122.362,1730,4700.0,Excellent
38,240000.0,4.0,2.0,1220.0,8075,1.0,0,0,2.0,7.0,890,330,1969,0,98001,47.3341,122.282,1290,7800.0,Excellent
39,605000.0,4.0,2.0,2620.0,7553,2.0,0,0,3.0,8.0,2620,0,1996,0,98056,47.5301,122.18,2620,11884.0,Excellent
40,625000.0,4.0,2.0,2570.0,5520,2.0,0,0,3.0,9.0,2570,0,2000,0,98074,47.6145,122.027,2470,5669.0,Excellent
41,775000.0,4.0,2.0,4220.0,19160,1.0,0,0,3.0,8.0,2600,1400,1984,0,98166,47.445,122.347,2410,17557.5,Excellent
42,861990.0,5.0,2.0,3595.0,5639,2.0,0,0,3.0,9.0,3595,0,2014,0,98053,47.6848,122.016,3625,5639.0,Excellent
43,685000.0,3.0,2.0,1570.0,2280,2.0,0,0,3.0,7.0,1570,0,1922,0,98119,47.6413,122.364,1580,2640.0,Excellent
44,309000.0,3.0,2.0,1280.0,9656,1.0,0,0,4.0,6.0,920,360,1959,0,98058,47.4485,122.175,1340,8808.0,Good
45,488000.0,3.0,2.0,3160.0,13603,2.0,0,0,3.0,8.0,3160,0,2003,0,98019,47.7443,121.977,3050,9232.0,Excellent
46,210490.0,3.0,2.0,990.0,8528,1.0,0,0,3.0,6.0,990,0,1966,0,98023,47.3066,122.371,1228,8840.0,Good
47,785000.0,4.0,2.0,2290.0,13416,2.0,0,0,4.0,9.0,2290,0,1981,0,98007,47.6194,122.151,2680,13685.0,Excellent
48,450000.0,3.0,2.0,1250.0,5963,1.0,0,0,4.0,7.0,1250,0,1953,0,98115,47.6796,122.301,970,5100.0,Excellent
49,1129575.0,3.0,2.0,2753.0,19160,1.0,0,0,5.0,9.0,2165,588,1953,0,98070,47.4041,122.451,2680,17557.5,Excellent
50,228000.0,3.0,2.0,1190.0,9199,1.0,0,0,3.0,7.0,1190,0,1955,0,98148,47.4258,122.322,1190,9364.0,Excellent
51,345000.0,5.0,2.0,3150.0,9134,1.0,0,0,4.0,8.0,1640,1400,1966,0,98056,47.4934,122.189,1990,9133.0,Excellent
52,600000.0,3.0,2.0,1410.0,4080,1.0,0,0,4.0,7.0,1000,410,1950,0,98117,47.6808,122.384,1410,4080.0,Excellent
53,585000.0,2.0,2.0,1980.0,8550,1.0,0,0,3.0,7.0,990,990,1981,0,98117,47.6989,122.369,1480,6738.0,Excellent
54,920000.0,5.0,2.0,2730.0,6000,1.5,0,0,3.0,8.0,2130,600,1927,0,98105,47.6571,122.281,2730,6000.0,Excellent
55,885000.0,4.0,2.0,2830.0,5000,2.0,0,0,3.0,9.0,2830,0,1995,0,98105,47.6597,122.29,1950,5000.0,Excellent
56,292500.0,4.0,2.0,2250.0,4495,2.0,0,0,3.0,7.0,2250,0,2008,0,98042,47.3663,122.114,2250,4500.0,Excellent
57,301000.0,3.0,2.0,2420.0,4750,2.0,0,0,3.0,8.0,2420,0,2003,0,98042,47.3663,122.122,2690,4750.0,Excellent
58,951000.0,5.0,2.0,3250.0,14342,2.0,0,0,4.0,8.0,3250,0,1968,0,98008,47.588,122.116,2960,11044.0,Excellent
59,430000.0,4.0,2.0,1850.0,9976,2.0,0,0,3.0,8.0,1850,0,1991,0,98059,47.5059,122.149,2270,8542.0,Excellent
60,650000.0,3.0,2.0,2150.0,19160,1.0,0,0,4.0,8.0,1590,560,1959,0,98166,47.4336,122.339,2570,17557.5,Excellent
61,289000.0,3.0,2.0,1260.0,8400,1.0,0,0,3.0,7.0,1260,0,1954,0,98148,47.4366,122.335,1290,8750.0,Excellent
62,505000.0,3.0,2.0,2519.0,8690,2.0,0,0,5.0,8.0,2519,0,1973,0,98166,47.4428,122.344,2500,9500.0,Excellent
63,549000.0,3.0,2.0,1540.0,1044,3.0,0,0,3.0,8.0,1540,0,2014,0,98115,47.6765,122.32,1580,3090.0,Excellent
64,425000.0,3.0,2.0,1660.0,6000,1.0,0,0,3.0,7.0,1110,550,1979,0,98122,47.6113,122.297,1440,4080.0,Excellent
65,317625.0,3.0,2.0,2770.0,3809,1.5,0,0,5.0,7.0,1770,1000,1925,0,98144,47.5747,122.304,1440,4000.0,Excellent
66,975000.0,4.0,2.0,2720.0,11049,2.0,0,0,3.0,9.5,2720,0,1989,0,98004,47.5815,122.192,2750,11049.0,Excellent
67,287000.0,4.0,2.0,2240.0,4648,2.0,0,0,3.0,7.0,2240,0,2005,0,98001,47.3378,122.257,2221,4557.0,Excellent
68,204000.0,3.0,2.0,1000.0,12070,1.0,0,0,4.0,7.0,1000,0,1968,0,98042,47.3621,122.11,1010,12635.0,Excellent
69,1129575.0,5.0,2.0,3200.0,19160,1.0,0,0,3.0,8.0,1600,1400,1965,0,98004,47.6303,122.215,3390,17557.5,Excellent
70,1040000.0,5.0,2.0,4234.5,19160,1.0,0,0,4.0,9.5,3070,1400,1973,0,98005,47.6525,122.16,3530,17557.5,Excellent
71,325000.0,3.0,2.0,1260.0,5612,1.0,0,0,4.0,7.0,1260,0,1972,0,98034,47.7362,122.179,1640,4745.0,Excellent
72,571000.0,4.0,2.0,2750.0,7807,1.5,0,0,5.0,7.0,2250,500,1916,0,98125,47.7168,122.287,1510,7807.0,Excellent
73,360000.0,4.0,2.0,2380.0,5000,2.0,0,0,3.0,8.0,2380,0,2005,0,98038,47.3608,122.036,2420,5000.0,Excellent
74,349000.0,3.0,2.0,1790.0,19160,1.0,0,0,5.0,7.0,1090,700,1965,0,98042,47.3511,122.073,1940,17557.5,Excellent
75,832500.0,4.0,2.0,3430.0,19160,2.0,0,0,4.0,9.5,2390,1040,1986,0,98075,47.5822,121.987,3240,17557.5,Excellent
76,380000.0,4.0,2.0,1760.0,7300,1.0,0,0,3.0,7.0,880,880,1956,0,98008,47.6034,122.125,1680,7500.0,Excellent
77,480000.0,3.0,2.0,1040.0,5060,1.0,0,0,3.0,7.0,1040,0,1941,0,98116,47.5636,122.394,890,5060.0,Excellent
78,410000.0,3.0,2.0,1410.0,5060,1.0,0,0,4.0,7.0,910,500,1956,0,98133,47.7073,122.34,1130,5693.0,Excellent
79,720000.0,4.0,2.0,3450.0,19160,2.0,0,0,3.0,9.5,3450,0,2002,0,98010,47.342,122.025,3350,17557.5,Excellent
80,390000.0,3.0,2.0,2350.0,5100,2.0,0,0,3.0,8.0,2350,0,2003,0,98038,47.3512,122.008,2350,5363.0,Excellent
81,360000.0,4.0,2.0,1900.0,5889,2.0,0,0,3.0,7.0,1900,0,1992,0,98038,47.349,122.031,1870,6405.0,Excellent
82,355000.0,2.0,2.0,2020.0,6720,1.0,0,0,3.0,7.0,1010,1010,1948,0,98118,47.5474,122.291,1720,6720.0,Excellent
83,356000.0,3.0,2.0,1680.0,8712,1.0,0,0,3.0,8.0,1680,0,1964,0,98059,47.4811,122.149,1850,8797.0,Excellent
84,315000.0,3.0,2.0,960.0,6634,1.0,0,0,3.0,6.0,960,0,1952,0,98125,47.7264,122.31,1570,7203.0,Good
85,940000.0,3.0,2.0,2140.0,3600,2.0,0,0,3.0,9.0,1900,240,1925,0,98119,47.6337,122.365,2020,4800.0,Excellent
86,305000.0,5.0,2.0,2660.0,8400,1.5,0,0,5.0,7.0,2660,0,1961,0,98092,47.2909,122.189,1590,8165.0,Excellent
87,461000.0,3.0,2.0,2770.0,6278,2.0,0,0,3.0,9.0,1980,790,2006,0,98056,47.5228,122.199,1900,7349.0,Excellent
88,215000.0,2.0,2.0,1610.0,2040,2.0,0,0,4.0,7.0,1610,0,1979,0,98056,47.518,122.194,1950,2025.0,Excellent
89,335000.0,2.0,2.0,1030.0,1066,2.0,0,0,3.0,7.0,765,265,2006,0,98136,47.5394,122.387,1030,1106.0,Excellent
90,243500.0,4.0,2.0,1980.0,7403,2.0,0,0,3.0,7.0,1980,0,1988,0,98023,47.2897,122.372,1980,7510.0,Excellent
91,1099880.0,5.0,2.0,3520.0,6353,2.0,0,0,4.0,9.5,3520,0,2001,0,98199,47.6506,122.391,2520,6250.0,Excellent
92,153000.0,3.0,2.0,1200.0,10500,1.0,0,0,3.0,7.0,1200,0,1962,0,98023,47.322,122.351,1350,10500.0,Excellent
93,430000.0,3.0,2.0,1580.0,5000,1.0,0,0,3.0,8.0,1290,290,1939,0,98117,47.687,122.386,1570,4500.0,Excellent
94,700000.0,3.0,2.0,1580.0,5000,1.0,0,0,3.0,8.0,1290,290,1939,0,98117,47.687,122.386,1570,4500.0,Excellent
95,905000.0,4.0,2.0,3300.0,10250,1.0,0,0,3.0,7.0,2390,910,1946,0,98040,47.5873,122.249,1950,6045.0,Excellent
96,247500.0,3.0,2.0,1960.0,15681,1.0,0,0,3.0,7.0,1960,0,1967,0,98032,47.3576,122.277,1750,15616.0,Excellent
97,199000.0,4.0,2.0,1160.0,6400,1.0,0,0,4.0,7.0,1160,0,1975,0,98023,47.3036,122.378,1160,6400.0,Excellent
98,314000.0,3.0,2.0,1810.0,19160,1.0,0,0,5.0,7.0,1210,600,1980,0,98038,47.4109,121.958,1650,17557.5,Excellent
99,437500.0,3.0,2.0,2320.0,19160,2.0,0,0,3.0,9.0,2320,0,1992,0,98045,47.4838,121.8205,2550,17557.5,Excellent
100,850830.0,3.0,2.0,2070.0,13241,1.5,0,0,5.0,9.0,1270,800,1910,0,98102,47.6415,122.315,2200,4500.0,Excellent
101,555000.0,3.0,2.0,1980.0,3478,1.5,0,0,4.0,7.0,1440,540,1929,0,98117,47.6775,122.372,1610,3478.0,Excellent
102,699950.0,3.0,2.0,2190.0,19160,2.0,0,0,4.0,8.0,2190,0,1983,0,98077,47.7731,122.08,2570,17557.5,Excellent
103,1088000.0,3.0,2.0,2920.0,8113,2.0,0,0,3.0,8.0,2920,0,1950,0,98004,47.5814,122.196,2370,8113.0,Excellent
104,290000.0,3.0,2.0,1210.0,19160,1.0,0,0,3.0,7.0,1210,0,1954,0,98058,47.4375,122.184,1640,14910.0,Excellent
105,375000.0,3.0,2.0,2340.0,10005,1.0,0,0,4.0,8.0,1460,880,1978,0,98058,47.4431,122.133,2250,8162.0,Excellent
106,460000.0,3.0,2.0,1670.0,4005,1.5,0,0,4.0,7.0,1170,500,1939,0,98117,47.6878,122.38,1240,4005.0,Excellent
107,188500.0,2.0,2.0,1240.0,2493,1.0,0,0,4.0,8.0,1240,0,1985,0,98198,47.3813,122.322,1270,4966.0,Excellent
108,680000.0,4.0,2.0,3140.0,19160,2.0,0,0,4.0,9.5,3140,0,1991,0,98077,47.7304,122.082,2990,17557.5,Excellent
109,470000.0,5.0,2.0,2030.0,12342,2.0,0,0,4.0,7.0,2030,0,1942,0,98052,47.6417,122.109,2500,9433.0,Excellent
110,597750.0,4.0,2.0,2310.0,9624,2.0,0,0,3.0,8.0,2310,0,1984,0,98027,47.5386,122.053,1940,9636.0,Excellent
111,570000.0,3.0,2.0,1260.0,3328,1.0,0,0,5.0,6.0,700,560,1905,0,98103,47.6823,122.349,1380,3536.0,Good
112,272500.0,3.0,2.0,1540.0,12600,1.0,0,0,4.0,7.0,1160,380,1980,0,98038,47.3624,122.031,1540,11656.0,Excellent
113,329950.0,3.0,2.0,2080.0,5969,1.0,0,0,3.0,7.0,1080,1000,1971,0,98108,47.5474,122.295,2090,5500.0,Excellent
114,480000.0,4.0,2.0,3230.0,16171,2.0,0,0,3.0,9.0,2520,710,2001,0,98001,47.3183,122.253,2640,8517.0,Excellent
115,740500.0,3.0,2.0,4234.5,6350,2.0,0,0,3.0,8.0,2780,1400,1900,0,98117,47.6981,122.368,1830,6350.0,Excellent
116,518500.0,3.0,2.0,1590.0,1102,3.0,0,0,3.0,8.0,1590,0,2010,0,98103,47.6824,122.347,1620,3166.0,Excellent
117,205425.0,2.0,2.0,880.0,6780,1.0,0,0,4.0,6.0,880,0,1945,0,98178,47.5009,122.248,1190,6780.0,Good
118,171800.0,4.0,2.0,1570.0,9600,1.0,0,0,3.0,6.0,1570,0,1950,0,98168,47.4965,122.303,1880,9000.0,Good
119,535000.0,4.0,2.0,1610.0,2982,1.5,0,0,4.0,7.0,1610,0,1925,0,98144,47.587,122.294,1610,4040.0,Excellent
120,660000.0,3.0,2.0,2400.0,6474,1.0,0,0,3.0,8.0,1560,840,1964,0,98177,47.7728,122.386,2340,10856.0,Excellent
121,391500.0,3.0,2.0,1450.0,9132,1.0,0,0,3.0,7.0,1450,0,1987,0,98034,47.7288,122.226,1580,9104.0,Excellent
122,395000.0,2.0,2.0,770.0,6000,1.0,0,0,3.0,6.0,770,0,1953,0,98117,47.6999,122.364,1710,6000.0,Good
123,445000.0,4.0,2.0,2100.0,4400,1.5,0,0,5.0,7.0,1720,380,1924,0,98118,47.5299,122.266,1850,4400.0,Excellent
124,770000.0,3.0,2.0,2910.0,10204,2.0,0,0,3.0,9.0,2910,0,1990,0,98052,47.6897,122.098,2700,13992.0,Excellent
125,1129575.0,4.0,2.0,2750.0,17789,1.5,0,0,3.0,8.0,1980,770,1914,0,98004,47.6141,122.212,3060,11275.0,Excellent
126,445000.0,3.0,2.0,2100.0,8201,1.0,0,0,3.0,8.0,1620,480,1967,0,98178,47.5091,122.244,2660,8712.0,Excellent
127,260000.0,4.0,2.0,2160.0,8811,1.0,0,0,3.0,8.0,1360,800,1978,0,98023,47.3129,122.39,2090,8400.0,Excellent
128,822500.0,5.0,2.0,2320.0,4960,2.0,0,0,5.0,7.0,1720,600,1926,0,98103,47.6763,122.352,1700,4960.0,Excellent
129,430000.0,4.0,2.0,2070.0,4310,2.0,0,0,3.0,7.0,2070,0,2004,0,98065,47.5319,121.85,1970,3748.0,Excellent
130,212000.0,3.0,2.0,1060.0,7875,1.0,0,0,4.0,7.0,1060,0,1986,0,98092,47.2761,122.152,1420,7680.0,Excellent
131,660500.0,4.0,2.0,2010.0,9603,1.0,0,0,3.0,8.0,1440,570,1986,0,98027,47.5343,122.054,2060,9793.0,Excellent
132,784000.0,3.0,2.0,3950.0,19160,1.5,0,0,3.0,9.0,2460,1400,1989,0,98052,47.697,122.072,2480,17557.5,Excellent
133,453246.0,3.0,2.0,2010.0,2287,2.0,0,0,3.0,8.0,1390,620,2014,0,98029,47.5517,121.998,1690,1662.0,Excellent
134,675000.0,4.0,2.0,2140.0,2278,3.0,0,0,3.0,9.0,2140,0,2005,0,98107,47.6734,122.38,1540,2285.0,Excellent
135,199000.0,3.0,2.0,1320.0,17390,1.0,0,0,4.0,7.0,1320,0,1956,0,98003,47.3257,122.296,1550,17557.5,Excellent
136,220000.0,4.0,2.0,2020.0,7840,1.0,0,0,3.0,7.0,1010,1010,1968,0,98003,47.3309,122.299,1750,8140.0,Excellent
137,452000.0,4.0,2.0,2590.0,10002,1.0,0,0,4.0,8.0,1340,1250,1968,0,98028,47.7689,122.266,1550,10436.0,Excellent
138,382500.0,2.0,2.0,1190.0,4440,1.0,0,0,3.0,6.0,1190,0,1981,0,98125,47.7135,122.287,1060,5715.0,Good
139,519950.0,3.0,2.0,1170.0,1249,3.0,0,0,3.0,8.0,1170,0,2014,0,98107,47.6722,122.381,1350,1310.0,Excellent
140,665000.0,2.0,2.0,1110.0,3200,1.0,0,0,3.0,7.0,1110,0,1925,0,98119,47.6338,122.358,1170,3600.0,Excellent
141,527700.0,5.0,2.0,2820.0,9375,1.0,0,0,4.0,8.0,1550,1270,1968,0,98006,47.5707,122.128,2820,9375.0,Excellent
142,205000.0,3.0,2.0,1610.0,8579,1.0,0,0,4.0,7.0,1010,600,1962,0,98058,47.4563,122.171,1610,8579.0,Excellent
143,420000.0,3.0,2.0,1060.0,8097,1.0,0,0,4.0,7.0,940,120,1923,0,98133,47.7144,122.351,1560,7940.0,Excellent
144,500000.0,4.0,2.0,2030.0,8517,1.0,0,0,4.0,8.0,1380,650,1961,0,98006,47.5495,122.174,2230,8824.0,Excellent
145,921500.0,4.0,2.0,3670.0,19160,2.0,0,0,4.0,9.0,3670,0,1994,0,98077,47.7421,122.026,2840,17557.5,Excellent
146,890000.0,4.0,2.0,2550.0,4000,2.0,0,0,3.0,8.0,2370,180,1905,0,98109,47.6354,122.353,2200,4000.0,Excellent
147,430000.0,2.0,2.0,2420.0,19160,2.0,0,0,3.0,7.0,2420,0,2007,0,98027,47.5262,121.943,1940,17557.5,Excellent
148,258000.0,5.0,2.0,2260.0,12500,1.0,0,0,4.0,8.0,1130,1130,1960,0,98032,47.3887,122.286,1360,17557.5,Excellent
149,511000.0,3.0,2.0,1430.0,3455,1.0,0,0,3.0,7.0,980,450,1947,0,98103,47.6873,122.336,1450,4599.0,Excellent
150,532170.0,3.0,2.0,1360.0,3090,2.0,0,0,3.0,8.0,1360,0,1990,0,98103,47.6838,122.353,1500,3090.0,Excellent
151,560000.0,3.0,2.0,1110.0,5000,1.5,0,0,3.0,7.0,1110,0,1947,0,98107,47.655,122.359,1420,5000.0,Excellent
152,282950.0,3.0,2.0,1250.0,8200,1.0,0,0,4.0,7.0,1250,0,1954,0,98003,47.3255,122.304,1680,8633.0,Excellent
153,1129575.0,4.0,2.0,4234.5,19160,2.0,0,0,3.0,9.5,3540,1400,2006,0,98006,47.562,122.162,3160,9750.0,Excellent
154,350000.0,1.5,2.0,700.0,5100,1.0,0,0,3.0,7.0,700,0,1942,0,98115,47.679,122.3,1010,5100.0,Excellent
155,215000.0,3.0,2.0,1180.0,7669,1.0,0,0,4.0,7.0,1180,0,1967,0,98058,47.4479,122.176,1190,7669.0,Excellent
156,650000.0,5.0,2.0,3960.0,19160,2.0,0,0,3.0,9.0,2500,1400,1996,0,98056,47.525,122.172,2640,13675.0,Excellent
157,320000.0,4.0,2.0,2640.0,7500,1.0,0,0,3.0,8.0,1620,1020,1967,0,98023,47.3135,122.369,1980,7875.0,Excellent
158,247000.0,3.0,2.0,1270.0,7198,1.5,0,0,3.0,7.0,1270,0,1916,0,98022,47.2086,121.996,1160,7198.0,Excellent
159,320000.0,4.0,2.0,1760.0,11180,1.0,0,0,4.0,8.0,1760,0,1968,0,98059,47.4715,122.118,1730,11180.0,Excellent
160,255000.0,5.0,2.0,2060.0,8632,1.0,0,0,3.0,7.0,1030,1030,1962,0,98146,47.4877,122.335,1010,11680.0,Excellent
161,438000.0,3.0,2.0,1780.0,9660,1.0,0,0,3.0,7.0,1780,0,1962,0,98034,47.7171,122.193,1200,9660.0,Excellent
162,900000.0,3.0,2.0,3400.0,16603,2.0,0,0,3.0,9.5,3400,0,2000,0,98075,47.6012,122.023,3400,12601.0,Excellent
163,441000.0,3.0,2.0,1910.0,7280,1.0,0,0,3.0,7.0,1160,750,1979,0,98034,47.7319,122.224,1710,8152.0,Excellent
164,420000.0,3.0,2.0,2020.0,19160,1.0,0,0,4.0,7.0,1010,1010,1975,0,98027,47.4582,122.023,2110,17557.5,Excellent
165,370000.0,3.0,2.0,1580.0,7000,1.0,0,0,3.0,7.0,1180,400,1976,0,98034,47.7209,122.168,1640,7500.0,Excellent
166,269950.0,2.0,2.0,1340.0,7250,1.0,0,0,5.0,5.5,700,640,1949,0,98198,47.408,122.327,1830,9750.0,Good
167,807100.0,4.0,2.0,2680.0,4499,2.0,0,0,3.0,9.0,2680,0,1999,0,98006,47.565,122.125,2920,4500.0,Excellent
168,653000.0,3.0,2.0,2680.0,9750,1.0,0,0,4.0,8.0,1610,1070,1979,0,98034,47.7028,122.231,2480,8750.0,Excellent
169,371500.0,3.0,2.0,1370.0,8336,1.0,0,0,5.0,7.0,1370,0,1964,0,98133,47.7458,122.331,1770,7288.0,Excellent
170,284000.0,3.0,2.0,1560.0,19160,1.0,0,0,3.0,7.0,1560,0,1954,0,98166,47.4776,122.337,1070,7920.0,Excellent
171,272000.0,3.0,2.0,2160.0,7140,1.0,0,0,4.0,7.0,1670,490,1978,0,98023,47.3026,122.374,1930,7350.0,Excellent
172,313000.0,3.0,2.0,1340.0,7912,1.5,0,0,3.0,7.0,1340,0,1955,0,98133,47.7658,122.339,1480,7940.0,Excellent
173,917500.0,4.0,2.0,3880.0,19160,2.0,0,0,3.0,9.5,2570,1310,1984,0,98033,47.6477,122.182,3665,17557.5,Excellent
174,673000.0,4.0,2.0,2590.0,8190,2.0,0,0,4.0,8.0,2590,0,1980,0,98006,47.5619,122.125,2260,8335.0,Excellent
175,425000.0,3.0,2.0,1120.0,1100,2.0,0,0,3.0,8.0,820,300,2008,0,98122,47.6106,122.31,1590,1795.0,Excellent
176,399950.0,5.0,2.0,1970.0,5400,1.0,0,0,3.0,7.0,1320,650,1986,0,98144,47.5868,122.308,1280,2150.0,Excellent
177,385000.0,3.0,2.0,1220.0,4800,1.0,0,0,3.0,6.0,1220,0,1901,0,98122,47.6101,122.307,1200,4800.0,Good
178,269950.0,3.0,2.0,1950.0,7560,1.0,0,0,4.0,7.0,1320,630,1975,0,98022,47.1976,121.999,1950,8941.0,Excellent
179,330000.0,2.0,2.0,1350.0,8220,1.0,0,0,3.0,7.0,1060,290,1949,0,98177,47.7224,122.358,1540,8280.0,Excellent
180,260000.0,3.0,2.0,1670.0,5797,2.0,0,0,3.0,7.0,1670,0,1988,0,98030,47.3505,122.179,1670,6183.0,Excellent
181,470000.0,4.0,2.0,2380.0,5125,1.5,0,0,4.0,7.0,1680,700,1925,0,98126,47.5384,122.376,1410,5375.0,Excellent
182,589000.0,4.0,2.0,2440.0,9600,2.0,0,0,5.0,7.0,2440,0,1961,0,98034,47.7044,122.2,2290,9600.0,Excellent
183,163500.0,2.0,2.0,1050.0,3419,2.0,0,0,3.0,7.0,1050,0,1996,0,98038,47.3848,122.039,1050,3417.0,Excellent
184,835000.0,4.0,2.0,3130.0,13412,2.0,0,0,3.0,9.0,2140,990,1993,0,98052,47.6993,122.102,2260,9984.0,Excellent
185,1095000.0,5.0,2.0,4090.0,12850,1.0,0,0,4.0,9.5,2090,1400,1986,0,98033,47.6627,122.188,2540,10270.0,Excellent
186,269000.0,4.0,2.0,1490.0,10000,1.0,0,0,4.0,8.0,1100,390,1969,0,98023,47.3099,122.379,2190,8910.0,Excellent
